path,age_bin,gender,ethnicity,split
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\26321.jpg,0,0,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\9902.jpg,2,1,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\62039.jpg,3,0,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\43408.jpg,3,1,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\61646.jpg,0,0,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\50662.jpg,0,0,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\21538.jpg,0,1,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\32964.jpg,2,1,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\4402.jpg,1,0,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\38872.jpg,2,0,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\61524.jpg,0,1,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\32757.jpg,0,1,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\12321.jpg,1,0,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\40908.jpg,1,0,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\38875.jpg,1,1,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\84740.jpg,0,1,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\20791.jpg,1,1,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\59083.jpg,0,1,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\2310.jpg,1,1,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\16552.jpg,0,0,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\48205.jpg,0,1,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\35765.jpg,0,0,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\73452.jpg,0,0,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\5243.jpg,1,0,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\33676.jpg,1,0,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\83799.jpg,2,1,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\78926.jpg,0,0,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\1966.jpg,0,0,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\53580.jpg,1,1,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\1804.jpg,0,0,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\7497.jpg,1,1,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\55849.jpg,2,0,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\79342.jpg,0,0,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\14392.jpg,0,1,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\44997.jpg,0,0,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\3033.jpg,0,1,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\64049.jpg,2,1,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\30829.jpg,1,1,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\36256.jpg,1,0,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\40099.jpg,2,1,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\63124.jpg,0,0,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\21920.jpg,2,0,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\47695.jpg,1,1,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\59534.jpg,0,1,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\81799.jpg,1,0,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\34535.jpg,0,0,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\2841.jpg,0,1,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\17891.jpg,0,1,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\75586.jpg,1,1,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\3743.jpg,0,0,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\37760.jpg,0,0,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\71494.jpg,2,1,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\31265.jpg,1,0,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\41431.jpg,1,0,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\54615.jpg,1,0,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\41344.jpg,0,1,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\30191.jpg,0,1,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\45682.jpg,0,1,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\74473.jpg,0,1,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\14594.jpg,4,0,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\14394.jpg,0,0,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\42276.jpg,1,0,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\65785.jpg,2,0,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\82679.jpg,0,1,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\47079.jpg,0,0,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\51963.jpg,3,0,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\36330.jpg,0,1,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\60038.jpg,1,0,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\9642.jpg,0,0,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\6004.jpg,0,1,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\83204.jpg,0,1,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\84144.jpg,1,0,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\27171.jpg,0,1,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\14190.jpg,1,1,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\20750.jpg,1,1,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\56772.jpg,1,0,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\67021.jpg,1,0,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\60943.jpg,3,1,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\67391.jpg,2,0,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\19101.jpg,1,1,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\26268.jpg,0,0,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\34519.jpg,0,0,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\81617.jpg,4,0,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\47860.jpg,0,0,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\71336.jpg,0,0,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\53226.jpg,2,1,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\82330.jpg,1,0,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\42111.jpg,2,1,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\58028.jpg,0,0,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\59280.jpg,0,0,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\17513.jpg,1,1,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\76908.jpg,1,1,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\20971.jpg,0,0,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\1036.jpg,0,0,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\83367.jpg,1,1,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\80901.jpg,1,1,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\75800.jpg,2,0,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\16780.jpg,1,0,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\74881.jpg,0,0,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\76512.jpg,0,1,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\23920.jpg,0,0,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\38295.jpg,0,0,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\27417.jpg,1,1,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\398.jpg,3,0,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\71522.jpg,2,0,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\46415.jpg,2,0,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\5859.jpg,0,0,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\85116.jpg,2,0,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\53341.jpg,0,1,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\80283.jpg,0,1,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\19923.jpg,1,1,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\60836.jpg,0,0,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\57284.jpg,0,1,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\2672.jpg,0,0,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\42267.jpg,0,0,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\33071.jpg,2,1,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\49939.jpg,4,0,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\1750.jpg,0,1,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\13159.jpg,1,1,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\20436.jpg,2,0,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\51596.jpg,0,1,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\76310.jpg,0,0,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\80109.jpg,0,1,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\77793.jpg,0,0,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\389.jpg,1,1,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\73080.jpg,0,0,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\69999.jpg,1,1,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\71285.jpg,0,1,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\67031.jpg,1,0,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\84768.jpg,2,1,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\17919.jpg,2,1,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\62765.jpg,3,0,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\73726.jpg,0,1,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\65231.jpg,0,1,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\72002.jpg,2,1,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\22632.jpg,0,1,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\40661.jpg,1,1,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\2115.jpg,1,1,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\71912.jpg,0,1,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\66894.jpg,0,0,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\47320.jpg,2,0,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\9722.jpg,1,1,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\19728.jpg,1,0,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\16547.jpg,2,1,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\24446.jpg,0,1,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\26057.jpg,3,1,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\13991.jpg,1,0,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\39776.jpg,1,1,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\71914.jpg,0,0,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\75810.jpg,1,0,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\81749.jpg,0,1,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\76274.jpg,1,0,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\23049.jpg,0,0,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\84435.jpg,4,0,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\37832.jpg,0,0,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\81406.jpg,1,0,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\19700.jpg,2,1,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\5863.jpg,0,1,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\44799.jpg,0,1,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\61324.jpg,3,1,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\85063.jpg,0,1,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\44606.jpg,1,1,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\59482.jpg,0,1,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\31459.jpg,0,0,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\77624.jpg,4,1,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\14018.jpg,0,0,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\47056.jpg,1,0,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\70789.jpg,0,0,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\79636.jpg,0,1,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\48165.jpg,0,1,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\62763.jpg,0,0,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\83216.jpg,0,0,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\21459.jpg,0,1,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\25372.jpg,1,1,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\70979.jpg,2,0,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\78498.jpg,0,0,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\4981.jpg,2,0,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\40475.jpg,0,1,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\15048.jpg,1,1,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\66076.jpg,3,1,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\47534.jpg,0,0,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\28240.jpg,2,1,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\55091.jpg,1,1,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\50514.jpg,0,0,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\76072.jpg,0,1,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\56997.jpg,1,0,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\57497.jpg,0,0,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\58562.jpg,0,1,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\32541.jpg,4,0,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\82469.jpg,0,1,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\34086.jpg,2,1,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\81770.jpg,0,0,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\71686.jpg,3,0,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\50475.jpg,1,0,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\57323.jpg,3,0,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\59494.jpg,0,1,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\37401.jpg,0,1,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\47132.jpg,0,0,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\33710.jpg,0,1,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\49041.jpg,2,1,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\2071.jpg,3,0,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\5250.jpg,0,0,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\50673.jpg,0,1,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\86385.jpg,1,0,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\6398.jpg,3,1,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\72773.jpg,1,0,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\84431.jpg,0,0,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\30018.jpg,0,0,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\21089.jpg,0,0,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\65026.jpg,0,0,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\59727.jpg,0,0,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\29404.jpg,1,1,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\35564.jpg,1,1,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\39007.jpg,1,0,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\80679.jpg,2,1,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\22999.jpg,0,0,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\19298.jpg,0,1,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\11572.jpg,0,1,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\73651.jpg,3,0,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\62203.jpg,0,1,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\12734.jpg,1,1,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\58572.jpg,1,0,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\46359.jpg,0,0,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\9497.jpg,1,1,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\11825.jpg,0,1,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\22753.jpg,1,0,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\37176.jpg,0,1,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\48944.jpg,0,1,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\75817.jpg,0,1,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\40065.jpg,0,1,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\16187.jpg,3,1,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\79222.jpg,1,0,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\13417.jpg,0,1,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\67948.jpg,0,0,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\57334.jpg,0,1,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\42498.jpg,1,1,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\42909.jpg,0,0,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\82731.jpg,0,0,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\8945.jpg,0,1,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\71119.jpg,2,0,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\21855.jpg,3,0,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\32960.jpg,0,1,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\55525.jpg,3,0,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\61668.jpg,1,0,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\73087.jpg,0,0,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\73518.jpg,0,0,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\55318.jpg,1,0,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\51183.jpg,1,1,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\79625.jpg,2,0,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\36457.jpg,0,0,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\24724.jpg,0,1,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\52932.jpg,0,1,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\72993.jpg,4,1,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\32157.jpg,1,1,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\14020.jpg,1,1,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\31890.jpg,2,0,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\80866.jpg,0,0,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\77022.jpg,0,0,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\67141.jpg,0,1,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\67340.jpg,0,1,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\64307.jpg,1,0,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\35789.jpg,3,1,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\50264.jpg,0,0,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\20569.jpg,0,0,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\60166.jpg,3,1,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\59287.jpg,0,0,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\72765.jpg,0,1,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\72213.jpg,2,0,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\54601.jpg,0,1,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\74932.jpg,0,0,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\12084.jpg,1,1,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\53597.jpg,0,1,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\18393.jpg,0,1,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\18791.jpg,2,0,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\58760.jpg,1,1,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\4167.jpg,0,0,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\60003.jpg,3,0,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\63731.jpg,1,0,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\53581.jpg,4,1,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\73097.jpg,1,0,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\9888.jpg,1,0,6,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\86422.jpg,2,1,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\75551.jpg,3,1,3,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\22754.jpg,1,0,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\26081.jpg,1,0,1,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\14974.jpg,0,0,2,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\30581.jpg,1,0,5,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\43183.jpg,0,1,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\16743.jpg,3,1,4,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\14178.jpg,1,1,0,val
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\81575.jpg,2,1,2,val
